Make,Vehicle_Class,Transmission,Fuel_Type,Engine_Size
207.92934782608697,221.4126659856997,232.15782664941784,233.94281914893617,2.0
237.3755868544601,301.373417721519,274.4891304347826,233.94281914893617,5.6
237.3755868544601,240.75555555555556,192.2608695652174,233.94281914893617,3.5
252.51497005988023,264.40748031496065,261.76901140684413,263.3981684981685,4.4
252.67680608365018,272.3296398891967,232.15782664941784,263.3981684981685,4.2
258.5372233400402,236.41351888667992,232.15782664941784,233.94281914893617,2.4
318.13461538461536,264.40748031496065,261.76901140684413,263.3981684981685,3.8
252.51497005988023,217.64119601328903,261.76901140684413,263.3981684981685,2.0
258.5372233400402,221.4126659856997,240.12478031634447,233.94281914893617,1.4
242.12403100775194,244.56848030018762,240.12478031634447,263.3981684981685,3.5
196.57,217.64119601328903,240.12478031634447,263.3981684981685,1.6
207.92934782608697,221.4126659856997,232.15782664941784,233.94281914893617,1.6
274.72752808988764,304.436877076412,274.4891304347826,263.3981684981685,5.5
265.81481481481484,237.8153846153846,270.48148148148147,233.94281914893617,3.7
292.02952029520293,301.373417721519,270.48148148148147,233.94281914893617,5.3
252.67680608365018,236.41351888667992,261.76901140684413,263.3981684981685,3.0
260.3466898954704,236.41351888667992,240.12478031634447,233.94281914893617,3.5
249.15656565656565,236.41351888667992,195.17857142857142,233.94281914893617,2.4
258.5372233400402,301.373417721519,270.48148148148147,272.62111801242236,5.3
259.19256756756755,272.3296398891967,260.4438356164384,263.3981684981685,2.5
274.72752808988764,221.4126659856997,274.4891304347826,235.23809523809524,2.1
260.3466898954704,221.4126659856997,270.48148148148147,233.94281914893617,2.5
260.3466898954704,301.373417721519,270.48148148148147,233.94281914893617,3.5
229.94915254237287,236.41351888667992,240.12478031634447,233.94281914893617,2.5
258.5372233400402,236.41351888667992,270.48148148148147,233.94281914893617,3.6
388.75,240.75555555555556,261.76901140684413,263.3981684981685,6.7
252.51497005988023,217.64119601328903,260.4438356164384,263.3981684981685,3.0
273.08474576271186,236.41351888667992,261.76901140684413,263.3981684981685,3.0
292.02952029520293,301.373417721519,270.48148148148147,233.94281914893617,5.3
196.57,221.4126659856997,232.15782664941784,263.3981684981685,1.5
252.51497005988023,244.56848030018762,261.76901140684413,263.3981684981685,4.4
192.75590551181102,221.4126659856997,240.12478031634447,233.94281914893617,2.5
258.5372233400402,244.56848030018762,261.76901140684413,233.94281914893617,3.6
260.3466898954704,221.4126659856997,240.12478031634447,233.94281914893617,2.0
252.51497005988023,264.40748031496065,261.76901140684413,263.3981684981685,4.4
260.3466898954704,217.64119601328903,232.15782664941784,233.94281914893617,1.0
274.72752808988764,304.436877076412,274.4891304347826,263.3981684981685,3.5
223.93115942028984,304.436877076412,190.75280898876406,233.94281914893617,3.5
191.2621951219512,264.40748031496065,232.15782664941784,263.3981684981685,2.0
288.07894736842104,304.436877076412,261.76901140684413,272.62111801242236,5.0
223.93115942028984,236.41351888667992,240.12478031634447,233.94281914893617,3.5
274.72752808988764,217.64119601328903,274.4891304347826,263.3981684981685,4.0
260.3466898954704,237.8153846153846,240.12478031634447,233.94281914893617,1.6
218.11764705882354,217.64119601328903,216.73529411764707,263.3981684981685,2.0
237.3755868544601,217.64119601328903,173.4813278008299,233.94281914893617,1.6
294.18055555555554,301.373417721519,284.73670212765956,235.23809523809524,3.0
196.57,236.67518248175182,232.15782664941784,263.3981684981685,2.0
209.84491978609626,236.41351888667992,261.76901140684413,233.94281914893617,2.0
288.07894736842104,304.436877076412,261.76901140684413,263.3981684981685,5.0
252.51497005988023,264.40748031496065,261.76901140684413,263.3981684981685,2.0
196.57,272.3296398891967,270.48148148148147,263.3981684981685,1.6
292.02952029520293,304.436877076412,270.48148148148147,272.62111801242236,5.3
213.796875,202.68691588785046,232.15782664941784,233.94281914893617,1.6
221.66666666666666,221.4126659856997,240.12478031634447,263.3981684981685,3.5
207.92934782608697,221.4126659856997,260.4438356164384,233.94281914893617,1.6
260.3466898954704,236.41351888667992,240.12478031634447,233.94281914893617,2.0
258.5372233400402,272.3296398891967,261.76901140684413,263.3981684981685,6.2
209.84491978609626,217.64119601328903,195.17857142857142,233.94281914893617,1.8
292.02952029520293,301.373417721519,270.48148148148147,233.94281914893617,5.3
259.19256756756755,272.3296398891967,260.4438356164384,263.3981684981685,2.0
244.046875,221.4126659856997,270.48148148148147,233.94281914893617,2.4
292.02952029520293,301.373417721519,284.73670212765956,233.94281914893617,5.3
191.2621951219512,236.41351888667992,296.9220779220779,233.94281914893617,2.4
258.5372233400402,221.4126659856997,270.48148148148147,233.94281914893617,1.4
274.72752808988764,244.56848030018762,274.4891304347826,263.3981684981685,3.5
260.3466898954704,236.41351888667992,240.12478031634447,233.94281914893617,2.7
252.51497005988023,244.56848030018762,232.15782664941784,263.3981684981685,3.0
249.15656565656565,236.41351888667992,232.15782664941784,233.94281914893617,2.4
252.51497005988023,264.40748031496065,261.76901140684413,263.3981684981685,2.0
292.02952029520293,301.373417721519,270.48148148148147,272.62111801242236,5.3
288.07894736842104,304.436877076412,261.76901140684413,263.3981684981685,5.0
252.51497005988023,236.41351888667992,261.76901140684413,263.3981684981685,2.0
192.75590551181102,217.64119601328903,240.12478031634447,233.94281914893617,2.5
259.19256756756755,236.67518248175182,259.5844155844156,263.3981684981685,3.8
237.3755868544601,244.56848030018762,189.2803738317757,263.3981684981685,3.8
260.3466898954704,236.41351888667992,240.12478031634447,233.94281914893617,2.0
260.3466898954704,301.373417721519,270.48148148148147,272.62111801242236,3.5
294.18055555555554,301.373417721519,284.73670212765956,233.94281914893617,5.7
260.3466898954704,301.373417721519,283.12582781456956,233.94281914893617,3.5
207.92934782608697,236.41351888667992,240.12478031634447,233.94281914893617,2.0
213.796875,217.64119601328903,240.12478031634447,233.94281914893617,1.6
292.02952029520293,301.373417721519,270.48148148148147,233.94281914893617,4.3
260.3466898954704,221.4126659856997,232.15782664941784,233.94281914893617,2.0
292.02952029520293,304.436877076412,270.48148148148147,233.94281914893617,5.3
292.02952029520293,277.02255639097746,270.48148148148147,233.94281914893617,2.5
252.51497005988023,236.41351888667992,261.76901140684413,235.23809523809524,2.0
213.796875,202.68691588785046,240.12478031634447,233.94281914893617,2.0
273.08474576271186,221.4126659856997,261.76901140684413,263.3981684981685,3.0
252.67680608365018,221.4126659856997,261.76901140684413,263.3981684981685,3.0
277.0888888888889,261.11475409836066,270.48148148148147,272.62111801242236,3.6
242.12403100775194,221.4126659856997,261.76901140684413,233.94281914893617,3.5
266.1418439716312,217.64119601328903,261.76901140684413,233.94281914893617,3.6
242.12403100775194,236.41351888667992,261.76901140684413,233.94281914893617,3.5
273.08474576271186,272.3296398891967,261.76901140684413,263.3981684981685,3.0
259.19256756756755,236.67518248175182,259.5844155844156,263.3981684981685,3.0
260.3466898954704,301.373417721519,240.12478031634447,233.94281914893617,2.7
292.02952029520293,304.436877076412,247.36882129277566,233.94281914893617,3.6
209.84491978609626,217.64119601328903,232.15782664941784,233.94281914893617,2.0
218.11764705882354,236.41351888667992,190.75280898876406,233.94281914893617,3.6
260.3466898954704,301.373417721519,240.12478031634447,233.94281914893617,2.7
277.0888888888889,221.4126659856997,284.73670212765956,263.3981684981685,6.4
237.3755868544601,277.02255639097746,296.9220779220779,233.94281914893617,2.5
218.11764705882354,221.4126659856997,195.17857142857142,233.94281914893617,2.0
292.02952029520293,304.436877076412,270.48148148148147,233.94281914893617,2.5
274.72752808988764,304.436877076412,274.4891304347826,263.3981684981685,4.7
